RMS,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,ZCR,Mean Power,Power below 8kHz,Power above 8kHz,Base Frequency,Power Ratio,Short Time Energy,Low-High Ratio,HNR,FB1(CF: 308.92Hz),FB2(CF: 617.85Hz),FB3(CF: 926.77Hz),FB4(CF: 1235.7Hz),FB5(CF: 1544.62Hz),FB6(CF: 1853.55Hz),FB7(CF: 2162.47Hz),FB8(CF: 2471.4Hz),FB9(CF: 2780.32Hz),FB10(CF: 3089.25Hz),FB11(CF: 3398.17Hz),FB12(CF: 3707.09Hz),Formant 1,Formant 2,Formant 3,Formant 4,Formant 5
1219.8597277431356,574.5499508756482,1099.3784381980897,722.2786112034574,5851.0,486382373942.81464,7.0020231751647304e+16,92707439246815.33,120.040790559899,0.06560886837554596,561146.7084548104,53.82156867575691,4.926753264002659,12.112931418378356,11.787342553557604,11.767725097721298,9.887797754776152,9.88453459515486,9.486132804274138,9.852626750887037,9.781476876088332,10.327863989330798,8.819214425641846,8.140373420809587,8.12742689864,1112.1777743843518,2103.508742816443,3047.080166021966,4011.3520855711463,5024.14432176047
1181.246534108416,607.3973563849056,1141.0476342178233,804.6125696060506,5900.0,440961179704.66113,6.3503150264367096e+16,62244972629859.16,120.040790559899,0.07301380261892286,790424.6064139941,68.82929031637387,5.591972188042953,11.688424259798063,11.059997151798475,10.37539525741446,10.526741534638461,9.814863304796344,9.734511188517226,9.277330244019373,10.099969769560422,10.087913832032298,8.902068367337796,8.455062464908796,8.356029744757544,1120.6813310024775,2097.222922931321,3076.150378940317,4023.911361195283,5007.222089644221
1222.0805415830894,543.4053633187891,1060.8062021326828,655.0064411569149,5478.0,488252064989.5966,7.034992770161817e+16,32544793686540.508,120.040790559899,0.07680764681745396,736720.9562682217,78.89012071798768,4.757763238469313,11.746827425141117,11.778586398953486,10.268037671923349,10.147523174498458,9.966944655841289,10.024669845386862,10.306916437322938,12.716362997304211,14.043980382483644,15.140547213905975,13.264177955110663,11.371953886708342,1133.421206060854,2066.336821680232,3044.5561367217338,4037.000184085154,5005.007941989255
1243.0412162347957,557.7366061333329,1066.8084238486829,685.3400047789229,5633.0,493985114289.01276,7.1175984162472664e+16,32956140180644.484,120.040790559899,0.06121356435918427,1021219.9241982506,39.62176240015969,4.187464948269835,12.147815711589777,14.92637337251227,15.45917943849914,14.29683163109776,13.858995261140532,13.041228132491534,12.268121991609357,11.706018336475312,12.020412744799442,12.56068815397061,12.897749875859652,12.575250307925305,1133.940876803183,2092.935192047722,3011.7841311716625,3993.6043399244068,4979.554948156085
1115.9621364892905,578.2945538771996,1128.5914689226477,731.4225866439494,5329.0,413317907385.0096,5.954914643764722e+16,31450590963773.04,120.040790559899,0.07510457795726225,844057.3352769678,49.04683297697611,5.744390523288013,11.069371394968236,11.252263221330908,11.669351830828035,10.809328245486512,10.609122184140443,11.430590511867702,10.507294377524191,10.792826362901275,11.247457943423461,10.662661674570387,10.320363815155423,10.433916835525615,1110.6649369655295,2114.1240133823567,3070.943261473996,4027.3888527112667,4980.859014553467
1429.9658823777584,598.8582487352334,1073.292614643682,806.4642723570479,6688.0,702712223947.822,1.0120294516274746e+17,94418790117213.2,120.040790559899,0.04382297035048133,1554888.142857143,39.6401186424524,6.163990067380372,12.202619624651689,13.426659034695474,13.429360026942053,11.71177374573876,12.276631646454675,11.613744446491722,10.905765856656457,10.29548138454704,10.75873938880349,11.649547701519777,11.970656469040165,10.022843519872596,1123.475174859481,2115.327200893445,3042.098564829624,3994.6593119704603,4985.574196453101
1682.2981310288492,585.3964961672248,1082.9888185836335,766.3567725648271,6375.0,1148793327670.4265,1.6555363921911274e+17,47216508488393.22,120.040790559899,0.02807307749891857,1981167.1574344023,58.055441342900224,7.1492753860861455,11.079159330234774,11.218521944538846,11.433271629512205,11.014180759783432,10.48074749497515,10.103674056346648,9.605731583423648,10.68662189507323,11.29774026964031,10.287401144464555,9.74967350768992,9.76121674748964,1155.2503251810974,2080.9393020355187,3027.3129036855034,3996.1373217925902,4971.917886486444
1302.5470297265622,600.0448359570792,1122.3281776854483,796.3085418051862,6049.0,586180228634.8787,8.444560618574909e+16,53444135853975.91,120.040790559899,0.053900850102228386,847396.6501457725,57.64851643498316,6.330043230891475,12.16185595712241,12.331956175577654,11.479973441324507,11.017404415154239,12.010484994435922,12.394889245421489,11.74269056894325,12.37871670009006,13.091768645137284,12.84392560284021,12.74457294410375,12.955879141890499,1119.694305411826,2109.3223605136245,3054.173681468692,4035.1956493255375,5024.949626894337
1368.994490972801,588.5918081704356,1087.912915676748,785.408312209109,6407.0,642276013981.2181,9.25260843900834e+16,59198517467615.97,120.040790559899,0.046461107017070145,2415776.8600583086,58.794938398743774,5.833924089240317,12.723782554113912,11.32171552596539,12.173302533198155,11.438513102910335,11.232559172200347,10.927538791903162,10.462501202514064,10.935822228937868,11.370771886068578,11.150623372179469,11.486231585841656,11.451185896581089,1144.30983151429,2113.693004119164,3088.472185356134,4071.5209724462334,5055.561932012372
1399.5571042768029,556.2728462714816,1058.8427331436403,699.4663968999336,6056.0,669288272170.5522,9.644329949344733e+16,35846076987426.78,120.040790559899,0.0486679941851137,1176869.081632653,25.398478903537193,5.8181649884558775,12.016584384036156,11.477574389327138,11.639616808353225,11.577650340622624,11.267802083036871,11.138348109410986,11.480879374860926,11.779508664942245,11.80979854892489,12.089693057272022,12.383953398834066,12.628697428010627,1136.4257759791396,2116.038348102463,3070.7035719810556,4004.1622412062143,4960.940763427926
