RMS,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,ZCR,Mean Power,Power below 8kHz,Power above 8kHz,Base Frequency,Power Ratio,Short Time Energy,Low-High Ratio,HNR,FB1(CF: 308.92Hz),FB2(CF: 617.85Hz),FB3(CF: 926.77Hz),FB4(CF: 1235.7Hz),FB5(CF: 1544.62Hz),FB6(CF: 1853.55Hz),FB7(CF: 2162.47Hz),FB8(CF: 2471.4Hz),FB9(CF: 2780.32Hz),FB10(CF: 3089.25Hz),FB11(CF: 3398.17Hz),FB12(CF: 3707.09Hz),Formant 1,Formant 2,Formant 3,Formant 4,Formant 5
3163.3547149892797,462.67786572441344,1022.232656657017,469.24917247532017,5240.0,4898378966642.866,1.1746350582287895e+18,50100097281015.75,119.9949960385305,0.39584633474243935,4380118.915999999,115.85140838952715,1.6008811721793077,13.532552379327374,14.183600380115045,13.352589470164936,12.910329279313007,11.957829512341561,11.711183699394802,11.712899556835286,12.198646717246385,12.723740589372195,11.570919986804693,11.253664580223015,10.877068956674213,1097.7226557674448,2067.1217518745884,3045.383897512857,4018.704252639104,4975.570169944542
3168.6499901639154,463.6311970985622,1023.6724541008841,468.54825177594716,5025.0,4907476891111.106,1.1768159658764454e+18,49835416836409.04,119.9949960385305,0.3387085296768206,15965762.292,118.67867769936646,1.8039036769263281,13.356185591429941,13.281434171939349,13.032647949881511,12.013173166602314,12.407229490786502,12.70688036686874,12.675378912309188,12.928293377863268,12.963943161768974,12.775509160972502,12.943385586322096,13.187727358407354,1101.7995632245184,2089.7502582006873,3057.0147830911483,4016.2947728239897,4998.293834321783
3103.720159247252,467.0302301640849,1025.6079598182432,476.7524711095918,5100.0,4702800458386.281,1.1277282302343159e+18,53420342480512.89,119.9949960385305,0.3106480403442111,2324995.458,109.60019052228998,1.724883451593126,14.650252561272598,13.434468364657356,13.354746074320357,12.187417435628385,12.011464561603479,12.187282049026471,12.34373301255445,13.144709029547526,13.220348574471172,12.601422290426179,12.605409669396916,12.758304161531742,1099.6254159121477,2085.3832845513125,3054.561757990155,4000.8218859870813,4984.900316758373
3114.576162768764,465.47206216582686,1025.7505870148827,472.9950765408218,5218.0,4739561605454.273,1.1365413257476863e+18,57520723857638.71,119.9949960385305,0.2703864285218777,15040509.9,112.28324622386819,1.6657124739896785,14.3288654836699,14.048658325394362,13.8195686969518,14.294808037683023,13.956689970023104,14.008295663360181,14.23231932855583,14.49922943819788,14.90069832658711,14.978752952349533,15.22809271460825,15.519627104751422,1106.0780985961812,2078.839643526076,3037.6225578746094,4029.2105336759396,4990.15194175847
3157.7974015076147,461.6617863628446,1019.1122003551133,467.36472993930096,5145.0,4876549949871.015,1.1694003737465766e+18,49855341095817.49,119.9949960385305,0.2105487074928109,20528785.116000004,118.64438270057867,1.693484315107707,13.761622097622617,13.865827597268439,14.299949163484893,13.201110906948495,12.990443918290723,12.732919114107801,12.796556630257188,13.370410152915332,13.835356092005398,13.850046122155181,13.862785281496917,14.12992239197418,1090.0229128295916,2079.5589769588246,3057.3948813625434,4039.443434581014,5013.566696835596
3193.271423209233,458.71954407521577,1014.9606154281925,463.5383923509205,5097.0,4971883511858.212,1.1922629078352745e+18,49405502996052.78,120.09507526792044,0.2116892031184457,10639097.418,119.00437694426272,1.8182928490235428,14.743082862469398,13.731215705009209,13.522561091326525,13.191530446366665,12.644759047500662,11.9174671015986,11.666418518660938,12.5382111303019,12.581073897851493,11.72247589686935,11.434531988654776,11.599558947135586,1103.585479694935,2085.996746691385,3051.332336242801,4014.9963727596796,4985.634175378096
3124.1305636381876,472.1207307782023,1035.8890250901588,477.5338253318437,5223.0,4777804409038.736,1.1457175965099551e+18,52444914884727.17,120.09507526792044,0.1836811199190969,6217624.3780000005,114.68922523466277,1.8063641225898344,13.639797033382617,13.772877680591433,13.446238396736762,12.772329501443007,12.677716087456448,12.44050707972422,12.19828961185404,12.525435253322208,13.00262430276371,12.533294999925545,12.500263549489574,12.652375690822955,1100.7370494851891,2088.5263955348755,3053.9888608604942,4022.362670991614,4975.236235008203
3148.469255656318,471.8382011861854,1038.9513507787622,473.39724415521613,5142.0,4846720994117.696,1.1622436526078856e+18,53315585591169.34,119.9949960385305,0.2309148791425106,11183934.052000001,115.72650914785295,1.675602111633241,13.948589745547372,14.017359311349804,13.028650333708313,13.642360035924739,12.367362231877282,11.96382356334014,12.132630747699405,12.647230006398285,13.215319711376612,12.840048974606367,13.127770142100076,13.25269337727999,1107.4830448420719,2098.983058013585,3063.963145952587,4043.778501763474,5005.691977641321
3083.686039257061,475.5084448397207,1049.595174250328,477.3499772795491,5326.0,4656919582094.396,1.1167241476770221e+18,56355524666000.0,119.9949960385305,0.3006443828803886,3200333.0,110.87388729185804,1.6388424232732743,14.729710038540402,13.518459578400943,13.515238065244217,12.804659239852622,12.186101804130178,12.583660747837335,12.688377718556733,12.97822151227637,13.20398026065618,12.612649249940096,12.740162503807701,13.031894986401916,1101.464598236094,2092.127358771069,3076.091701483876,4046.7400746782055,5003.35339071776
3384.2380490788214,548.7957500525439,1084.2515835310485,682.6048371631537,7625.0,5675473161251.177,1.3606296676441027e+18,411206921876958.7,119.9949960385305,0.30576374983069776,7017399.0660000015,43.02268061838074,2.7351878247413066,14.479729540178047,12.869809357733498,12.483519994564238,12.045413325772472,11.675047153157227,11.851939546214481,11.85202186217495,12.110186744291056,12.674952197779994,11.613160386410286,11.401537858600157,11.372815890229843,1092.6019074834721,2075.8586174448433,3055.979484665592,4017.873914589567,4983.484036727707
