Sample #,Start Date,Start Time,Sample Length,Averaging Interval (s),Title,Instrument ID,Instrument Errors,Conc Mean,Conc Min,Conc Max,Conc Std Dev
293,06/06/22,15:06:11,10,1,,3775  71025228 2.16,None,23.5853,13.565,31.28,5.31447
294,06/06/22,15:06:22,10,1,,3775  71025228 2.16,None,15.8338,6.694,26.74,6.05152
295,06/06/22,15:06:33,10,1,,3775  71025228 2.16,None,10.5049,7.284,13.568,1.76744
296,06/06/22,15:06:44,10,1,,3775  71025228 2.16,None,5.8825,4.129,7.871,1.18579
297,06/06/22,15:06:55,10,1,,3775  71025228 2.16,None,15.0485,12.596,19.09,2.40873
298,06/06/22,15:07:06,10,1,,3775  71025228 2.16,None,9.3656,8.265,10.825,0.726674
299,06/06/22,15:07:17,10,1,,3775  71025228 2.16,None,10.5235,4.918,14.757,3.29899
300,06/06/22,15:07:28,10,1,,3775  71025228 2.16,None,2.0063,1.377,4.327,0.883062
301,06/06/22,15:07:39,10,1,,3775  71025228 2.16,None,10.3877,1.377,45.86,13.5264
302,06/06/22,15:07:50,10,1,,3775  71025228 2.16,None,20.6226,7.474,40.74,11.7114
303,06/06/22,15:08:01,4,1,,3775  71025228 2.16,None,6.59125,5.705,7.282,0.703606
