Sample #,Start Date,Start Time,Sample Length,Averaging Interval (s),Title,Instrument ID,Instrument Errors,Conc Mean,Conc Min,Conc Max,Conc Std Dev
28,06/15/22,13:38:58,10,1,,3775  71025228 2.16,None,1011.96,843.3,1181,104.062
29,06/15/22,13:39:09,10,1,,3775  71025228 2.16,None,963.86,842.7,1173,117.759
30,06/15/22,13:39:20,10,1,,3775  71025228 2.16,None,952.03,851.1,1156,120.833
31,06/15/22,13:39:31,10,1,,3775  71025228 2.16,None,982.79,830.1,1148,124.273
32,06/15/22,13:39:42,10,1,,3775  71025228 2.16,None,957.03,811.4,1124.5,107.237
33,06/15/22,13:39:53,10,1,,3775  71025228 2.16,None,956.78,806.8,1097.9,107.191
34,06/15/22,13:40:04,10,1,,3775  71025228 2.16,None,969.06,845.5,1128,106.407
35,06/15/22,13:40:15,10,1,,3775  71025228 2.16,None,1000.88,815.8,1232,126.948
36,06/15/22,13:40:26,10,1,,3775  71025228 2.16,None,946.33,822.4,1110.4,108.965
37,06/15/22,13:40:37,10,1,,3775  71025228 2.16,None,1025.65,876.8,1275,112.551
38,06/15/22,13:40:48,10,1,,3775  71025228 2.16,None,987.44,829.8,1106.6,93.7604
39,06/15/22,13:40:59,10,1,,3775  71025228 2.16,None,968.72,806.7,1218,136.505
40,06/15/22,13:41:10,10,1,,3775  71025228 2.16,None,961.47,817.9,1137,109.747
41,06/15/22,13:41:21,10,1,,3775  71025228 2.16,None,930.87,834.3,1121.7,101.485
42,06/15/22,13:41:32,10,1,,3775  71025228 2.16,None,939.72,815.5,1115,82.7465
43,06/15/22,13:41:43,10,1,,3775  71025228 2.16,None,869.74,726.1,1095.7,101.484
44,06/15/22,13:41:54,10,1,,3775  71025228 2.16,None,950.24,799.9,1137,108.73
45,06/15/22,13:42:05,10,1,,3775  71025228 2.16,None,895.7,746.2,1096,126.348
46,06/15/22,13:42:16,10,1,,3775  71025228 2.16,None,879.25,701.5,1096,106.863
47,06/15/22,13:42:27,10,1,,3775  71025228 2.16,None,885.57,712.8,1103,130.5
48,06/15/22,13:42:38,10,1,,3775  71025228 2.16,None,891.09,744.3,1076.9,106.401
49,06/15/22,13:42:49,10,1,,3775  71025228 2.16,None,836.6,751.8,1037.6,80.2057
50,06/15/22,13:43:00,10,1,,3775  71025228 2.16,None,869.25,748.7,1080.5,99.9365
51,06/15/22,13:43:11,10,1,,3775  71025228 2.16,None,834.73,656.7,989.2,110.18
52,06/15/22,13:43:22,10,1,,3775  71025228 2.16,None,861.9,681.3,1017.5,103.913
53,06/15/22,13:43:33,10,1,,3775  71025228 2.16,None,839.65,645,994.2,122.906
54,06/15/22,13:43:44,10,1,,3775  71025228 2.16,None,868.15,672.4,1071.1,128.063
55,06/15/22,13:43:55,10,1,,3775  71025228 2.16,None,777.11,671.5,999.7,105.635
56,06/15/22,13:44:06,10,1,,3775  71025228 2.16,None,818.65,659.2,1028.5,122.145
57,06/15/22,13:44:17,10,1,,3775  71025228 2.16,None,797.07,601.6,1015.9,120.18
58,06/15/22,13:44:28,10,1,,3775  71025228 2.16,None,802.9,656,1002.3,102.875
59,06/15/22,13:44:39,10,1,,3775  71025228 2.16,None,808.47,668.5,911.4,93.888
60,06/15/22,13:44:50,10,1,,3775  71025228 2.16,None,806.59,690.7,970,90.9399
61,06/15/22,13:45:01,10,1,,3775  71025228 2.16,None,778.69,648.2,929.7,98.3556
62,06/15/22,13:45:12,10,1,,3775  71025228 2.16,None,796.09,597.8,963.4,105.439
63,06/15/22,13:45:23,10,1,,3775  71025228 2.16,None,794.75,697.5,967.4,96.4832
64,06/15/22,13:45:34,10,1,,3775  71025228 2.16,None,801.13,657.9,917.2,92.9403
65,06/15/22,13:45:45,10,1,,3775  71025228 2.16,None,783.52,627.7,942.8,112.779
66,06/15/22,13:45:56,10,1,,3775  71025228 2.16,None,769.5,631.5,920.6,83.4563
67,06/15/22,13:46:07,10,1,,3775  71025228 2.16,None,773.28,653.8,905.6,78.4
68,06/15/22,13:46:18,10,1,,3775  71025228 2.16,None,779,686.1,921.4,85.4191
69,06/15/22,13:46:29,10,1,,3775  71025228 2.16,None,751.95,622.5,946.2,92.5982
70,06/15/22,13:46:40,10,1,,3775  71025228 2.16,None,733.79,519.8,900.1,123.719
71,06/15/22,13:46:51,10,1,,3775  71025228 2.16,None,746.29,634.5,936.8,102.942
72,06/15/22,13:47:02,10,1,,3775  71025228 2.16,None,780.59,652.2,923,99.6966
73,06/15/22,13:47:13,10,1,,3775  71025228 2.16,None,786.72,620.3,944.2,106.633
74,06/15/22,13:47:24,10,1,,3775  71025228 2.16,None,701.55,558,887.8,89.5807
75,06/15/22,13:47:35,10,1,,3775  71025228 2.16,None,738.9,621.3,865.5,79.1068
76,06/15/22,13:47:46,10,1,,3775  71025228 2.16,None,765.26,671.2,899.5,80.2129
77,06/15/22,13:47:57,10,1,,3775  71025228 2.16,None,726.28,586.5,889.7,88.1721
78,06/15/22,13:48:08,10,1,,3775  71025228 2.16,None,725.2,605.8,911.2,103.379
79,06/15/22,13:48:19,10,1,,3775  71025228 2.16,None,749.18,613.9,893,94.6645
80,06/15/22,13:48:30,10,1,,3775  71025228 2.16,None,732.95,621.2,852.7,87.9189
81,06/15/22,13:48:41,10,1,,3775  71025228 2.16,None,701.13,635.6,861.2,73.029
82,06/15/22,13:48:52,10,1,,3775  71025228 2.16,None,725.82,570.1,879.4,86.1221
83,06/15/22,13:49:03,10,1,,3775  71025228 2.16,None,702.74,544.5,861.4,113.305
84,06/15/22,13:49:14,10,1,,3775  71025228 2.16,None,710.1,605.9,862.6,78.8657
85,06/15/22,13:49:25,10,1,,3775  71025228 2.16,None,686.65,581.1,872.6,93.6136
86,06/15/22,13:49:36,10,1,,3775  71025228 2.16,None,714.71,588.1,881.6,90.2216
87,06/15/22,13:49:47,10,1,,3775  71025228 2.16,None,669.63,562,838,74.9013
88,06/15/22,13:49:58,10,1,,3775  71025228 2.16,None,701.21,597.2,851.4,82.2944
89,06/15/22,13:50:09,10,1,,3775  71025228 2.16,None,701.9,569.1,811.5,84.6532
90,06/15/22,13:50:20,10,1,,3775  71025228 2.16,None,686.97,611,831.7,69.036
91,06/15/22,13:50:31,10,1,,3775  71025228 2.16,None,703.77,552.5,852.1,88.9542
92,06/15/22,13:50:42,10,1,,3775  71025228 2.16,None,716.72,597.1,887,95.0043
93,06/15/22,13:50:53,10,1,,3775  71025228 2.16,None,686.43,591.6,830.3,89.5061
94,06/15/22,13:51:04,10,1,,3775  71025228 2.16,None,669.63,581.6,780.5,66.1453
95,06/15/22,13:51:15,10,1,,3775  71025228 2.16,None,683.09,616.1,815.3,69.3093
96,06/15/22,13:51:26,10,1,,3775  71025228 2.16,None,681.29,588.6,782.6,70.5708
97,06/15/22,13:51:37,10,1,,3775  71025228 2.16,None,691.55,594.6,805.1,76.65
98,06/15/22,13:51:48,10,1,,3775  71025228 2.16,None,661.04,594.7,817.8,73.5375
99,06/15/22,13:51:59,10,1,,3775  71025228 2.16,None,667,547.2,779.8,72.5171
100,06/15/22,13:52:10,10,1,,3775  71025228 2.16,None,681.15,565.4,784.9,68.1878
101,06/15/22,13:52:21,10,1,,3775  71025228 2.16,None,672.66,565.6,795,78.3211
102,06/15/22,13:52:32,10,1,,3775  71025228 2.16,None,677.34,603.7,781.9,61.2273
103,06/15/22,13:52:43,10,1,,3775  71025228 2.16,None,683.08,596,808.6,69.5379
104,06/15/22,13:52:54,10,1,,3775  71025228 2.16,None,635.92,568.7,783.1,67.8408
105,06/15/22,13:53:05,10,1,,3775  71025228 2.16,None,693.11,573.7,797.2,73.9424
106,06/15/22,13:53:16,10,1,,3775  71025228 2.16,None,633.52,558.9,789.3,67.4568
107,06/15/22,13:53:27,10,1,,3775  71025228 2.16,None,634.37,547.5,760.4,78.9934
108,06/15/22,13:53:38,10,1,,3775  71025228 2.16,None,654.8,540.9,792.8,87.0285
109,06/15/22,13:53:49,10,1,,3775  71025228 2.16,None,614.97,469.1,773.9,81.6033
110,06/15/22,13:54:00,10,1,,3775  71025228 2.16,None,631.29,533.2,766.7,72.5429
111,06/15/22,13:54:11,10,1,,3775  71025228 2.16,None,648.59,544.7,759.2,77.2417
112,06/15/22,13:54:22,10,1,,3775  71025228 2.16,None,645.12,586.9,765.4,61.3987
113,06/15/22,13:54:33,10,1,,3775  71025228 2.16,None,651.16,513.1,762.6,85.341
114,06/15/22,13:54:44,10,1,,3775  71025228 2.16,None,619.75,516.7,779.4,71.7499
115,06/15/22,13:54:55,10,1,,3775  71025228 2.16,None,612.94,556.8,734.1,57.0817
116,06/15/22,13:55:06,10,1,,3775  71025228 2.16,None,639.89,481.4,751.1,89.3642
117,06/15/22,13:55:17,10,1,,3775  71025228 2.16,None,609.26,541.6,743.8,58.0458
118,06/15/22,13:55:28,10,1,,3775  71025228 2.16,None,616.53,503.7,757.9,93.324
119,06/15/22,13:55:39,10,1,,3775  71025228 2.16,None,641.5,547.6,800,78.8707
120,06/15/22,13:55:50,10,1,,3775  71025228 2.16,None,606.29,471.9,737.6,80.6676
121,06/15/22,13:56:01,10,1,,3775  71025228 2.16,None,631.91,516.1,740.6,72.2103
122,06/15/22,13:56:12,10,1,,3775  71025228 2.16,None,652.92,518.3,755.4,82.3624
123,06/15/22,13:56:23,10,1,,3775  71025228 2.16,None,608.11,459.4,708.9,66.1742
124,06/15/22,13:56:34,10,1,,3775  71025228 2.16,None,633.94,550.5,724.8,54.545
125,06/15/22,13:56:45,10,1,,3775  71025228 2.16,None,643.64,545.3,748,75.7348
126,06/15/22,13:56:56,10,1,,3775  71025228 2.16,None,626.07,513,721.9,57.9271
127,06/15/22,13:57:07,10,1,,3775  71025228 2.16,None,622.54,508.6,745.9,69.9325
128,06/15/22,13:57:18,10,1,,3775  71025228 2.16,None,609.24,528,709.1,60.161
129,06/15/22,13:57:29,10,1,,3775  71025228 2.16,None,631.21,508.4,775.4,71.9984
130,06/15/22,13:57:40,10,1,,3775  71025228 2.16,None,592.85,533.3,756.2,73.7903
131,06/15/22,13:57:51,10,1,,3775  71025228 2.16,None,614.81,557.7,715.3,47.7619
132,06/15/22,13:58:02,10,1,,3775  71025228 2.16,None,598.69,482.7,717.2,74.0374
133,06/15/22,13:58:13,10,1,,3775  71025228 2.16,None,590.02,458,712.1,74.4996
134,06/15/22,13:58:24,10,1,,3775  71025228 2.16,None,598.96,531.8,669.6,46.3864
135,06/15/22,13:58:35,10,1,,3775  71025228 2.16,None,597.04,522.1,681,54.6533
136,06/15/22,13:58:46,10,1,,3775  71025228 2.16,None,612.09,512.1,759.4,84.3996
137,06/15/22,13:58:57,10,1,,3775  71025228 2.16,None,574.44,500.5,705.7,63.4653
138,06/15/22,13:59:08,10,1,,3775  71025228 2.16,None,599.17,519.3,711.6,59.3798
139,06/15/22,13:59:19,10,1,,3775  71025228 2.16,None,598.47,501.7,691.5,62.9375
140,06/15/22,13:59:30,10,1,,3775  71025228 2.16,None,592.71,445.9,704.9,82.9408
141,06/15/22,13:59:41,10,1,,3775  71025228 2.16,None,602.15,477.5,736.2,75.334
142,06/15/22,13:59:52,10,1,,3775  71025228 2.16,None,602.72,486.5,706.8,79.7687
143,06/15/22,14:00:03,10,1,,3775  71025228 2.16,None,551.95,457.7,664,51.698
144,06/15/22,14:00:14,10,1,,3775  71025228 2.16,None,588.48,517.1,666.4,51.0825
145,06/15/22,14:00:25,10,1,,3775  71025228 2.16,None,615.93,527.3,731.2,65.1913
146,06/15/22,14:00:36,10,1,,3775  71025228 2.16,None,541.33,460.8,616.9,47.3018
147,06/15/22,14:00:47,10,1,,3775  71025228 2.16,None,579.21,504.1,690.2,56.1954
148,06/15/22,14:00:58,10,1,,3775  71025228 2.16,None,581.34,516.5,675.6,53.777
149,06/15/22,14:01:09,10,1,,3775  71025228 2.16,None,561.43,492.1,634.9,56.6845
150,06/15/22,14:01:20,10,1,,3775  71025228 2.16,None,589.8,492.8,693.8,62.0481
151,06/15/22,14:01:31,10,1,,3775  71025228 2.16,None,564.62,445.3,661.4,66.747
152,06/15/22,14:01:42,10,1,,3775  71025228 2.16,None,582.3,527.3,674.4,42.5843
153,06/15/22,14:01:53,10,1,,3775  71025228 2.16,None,576.44,442.8,679.8,75.0244
154,06/15/22,14:02:04,10,1,,3775  71025228 2.16,None,578.1,437,690.6,72.0807
155,06/15/22,14:02:15,10,1,,3775  71025228 2.16,None,540.49,482.8,659.1,49.2437
156,06/15/22,14:02:26,10,1,,3775  71025228 2.16,None,558.8,500.6,647.3,44.7492
157,06/15/22,14:02:37,10,1,,3775  71025228 2.16,None,555.21,512.5,654.3,47.9231
158,06/15/22,14:02:48,10,1,,3775  71025228 2.16,None,556.47,467.6,650.2,50.9216
159,06/15/22,14:02:59,10,1,,3775  71025228 2.16,None,562.45,477,676.6,62.7193
160,06/15/22,14:03:10,10,1,,3775  71025228 2.16,None,551.22,484.6,651.6,57.1112
161,06/15/22,14:03:21,10,1,,3775  71025228 2.16,None,552.64,468.1,643.9,62.8897
162,06/15/22,14:03:32,10,1,,3775  71025228 2.16,None,544.5,469.1,637.4,57.618
163,06/15/22,14:03:43,10,1,,3775  71025228 2.16,None,563.88,478.9,659.9,54.8718
164,06/15/22,14:03:54,10,1,,3775  71025228 2.16,None,564.42,441.1,636.4,64.0445
165,06/15/22,14:04:05,10,1,,3775  71025228 2.16,None,566.6,499,660.6,55.0609
166,06/15/22,14:04:16,10,1,,3775  71025228 2.16,None,549.01,442.9,633.4,64.1181
167,06/15/22,14:04:27,10,1,,3775  71025228 2.16,None,572.2,473.6,688.8,78.0408
168,06/15/22,14:04:38,10,1,,3775  71025228 2.16,None,541.73,494.1,643.9,41.8383
169,06/15/22,14:04:49,10,1,,3775  71025228 2.16,None,591.7,531.7,662.7,36.2368
170,06/15/22,14:05:00,10,1,,3775  71025228 2.16,None,539.69,447.1,647.7,58.6044
171,06/15/22,14:05:11,10,1,,3775  71025228 2.16,None,566.46,498.3,642.5,54.2536
172,06/15/22,14:05:22,10,1,,3775  71025228 2.16,None,572.34,487.8,657.9,54.645
173,06/15/22,14:05:33,10,1,,3775  71025228 2.16,None,587.09,482.2,697.1,71.6219
174,06/15/22,14:05:44,10,1,,3775  71025228 2.16,None,542.64,440.6,654.8,67.3461
175,06/15/22,14:05:55,10,1,,3775  71025228 2.16,None,561.27,491,645.2,59.5654
176,06/15/22,14:06:06,10,1,,3775  71025228 2.16,None,594.57,507.5,681.8,52.7491
177,06/15/22,14:06:17,10,1,,3775  71025228 2.16,None,522.09,472,600.7,44.5066
178,06/15/22,14:06:28,10,1,,3775  71025228 2.16,None,562.27,504.8,632.9,40.11
179,06/15/22,14:06:39,10,1,,3775  71025228 2.16,None,558.71,493.4,623.6,47.1227
180,06/15/22,14:06:50,10,1,,3775  71025228 2.16,None,566.48,482.1,629.9,50.7999
181,06/15/22,14:07:01,10,1,,3775  71025228 2.16,None,538.52,429.5,620.7,60.9248
182,06/15/22,14:07:12,10,1,,3775  71025228 2.16,None,556.62,465.8,657,56.6543
183,06/15/22,14:07:23,10,1,,3775  71025228 2.16,None,525.74,457.8,602,42.2859
184,06/15/22,14:07:34,10,1,,3775  71025228 2.16,None,532.34,477.7,643.1,54.6774
185,06/15/22,14:07:45,10,1,,3775  71025228 2.16,None,559.13,468.3,649.9,64.2363
186,06/15/22,14:07:56,10,1,,3775  71025228 2.16,None,550.2,462,630.5,48.7814
187,06/15/22,14:08:07,10,1,,3775  71025228 2.16,None,550.92,469.8,675.6,71.5054
188,06/15/22,14:08:18,10,1,,3775  71025228 2.16,None,523.02,426.1,612.4,56.6809
189,06/15/22,14:08:29,10,1,,3775  71025228 2.16,None,516.55,467.8,639.7,49.4809
190,06/15/22,14:08:40,10,1,,3775  71025228 2.16,None,513.09,469.4,629.4,45.0107
191,06/15/22,14:08:51,10,1,,3775  71025228 2.16,None,531.76,476.6,634.1,47.2448
192,06/15/22,14:09:02,10,1,,3775  71025228 2.16,None,536.29,465.4,641.7,54.3988
193,06/15/22,14:09:13,10,1,,3775  71025228 2.16,None,521.67,429.7,628.7,60.1001
194,06/15/22,14:09:24,10,1,,3775  71025228 2.16,None,542.77,454.7,682.4,72.3715
195,06/15/22,14:09:35,10,1,,3775  71025228 2.16,None,540.92,468.8,653.2,52.7547
196,06/15/22,14:09:46,10,1,,3775  71025228 2.16,None,521.07,378.6,609.4,79.2182
197,06/15/22,14:09:57,10,1,,3775  71025228 2.16,None,523.12,371.9,626.1,76.6449
198,06/15/22,14:10:08,10,1,,3775  71025228 2.16,None,523.14,464,622.1,38.808
199,06/15/22,14:10:19,10,1,,3775  71025228 2.16,None,500.73,482,517.6,11.6861
